,index,SNR,species,lead,planet,observation,instrument,year,detection?,doppler shifts,new data?,analysis type,tellurics,url,analysis method,VMR,VMR_err1,VMR_err2,doppler shift,metallicity,metallicity_err1,metallicity_err2,c/o,c/o_err1,c/o_err2,comments,Doppler shifts,comment
623,0,6.1,H2O,cheverall,HD 189733 b,transmission,CARMENES,2023,,,False,cross-correlation,PCA,https://arxiv.org/abs/2303.01496,,,,,,,,,,,,,,
624,1,3.0,NH3,cheverall,HD 189733 b,transmission,CARMENES,2023,,,False,cross-correlation,PCA,https://arxiv.org/abs/2303.01496,,,,,,,,,,,,,,
625,2,3.0,HCN,cheverall,HD 189733 b,transmission,CARMENES,2023,,,False,cross-correlation,PCA,https://arxiv.org/abs/2303.01496,,,,,,,,,,,,,,
626,0,3.2,H2O,cheverall,HD 209458 b,transmission,CARMENES,2023,,,False,cross-correlation,PCA,https://arxiv.org/abs/2303.01496,,,,,,,,,,,,,,
627,0,4.1,OH,cheverall,HD 209458 b,transmission,CARMENES,2023,,,False,cross-correlation,PCA,https://arxiv.org/abs/2303.01496,,,,,,,,,,,,,,
628,0,5.3,H2O,boucher,WASP-127 b,transmission,SPIRou,2023,,,True,retrieval,APERO,https://arxiv.org/abs/2303.03232,,,,,,,,,,,,hi-res and low-res. we only report the hi-res results.,,
629,1,5.0,CO,boucher,WASP-127 b,transmission,SPIRou,2023,,,True,retrieval,APERO,https://arxiv.org/abs/2303.03232,,,,,,,,,,,,hi-res and low-res. we only report the hi-res results.,,
630,2,5.0,CO2,boucher,WASP-127 b,transmission,SPIRou,2023,,,True,retrieval,APERO,https://arxiv.org/abs/2303.03232,,,,,,,,,,,,hi-res and low-res. we only report the hi-res results.,,
631,3,5.0,FeH,boucher,WASP-127 b,transmission,SPIRou,2023,,,True,retrieval,APERO,https://arxiv.org/abs/2303.03232,,,,,,,,,,,,hi-res and low-res. we only report the hi-res results.,,
632,4,5.0,CH4,boucher,WASP-127 b,transmission,SPIRou,2023,,,True,retrieval,APERO,https://arxiv.org/abs/2303.03232,,,,,,,,,,,,hi-res and low-res. we only report the hi-res results.,,
633,5,5.0,HCN,boucher,WASP-127 b,transmission,SPIRou,2023,,,True,retrieval,APERO,https://arxiv.org/abs/2303.03232,,,,,,,,,,,,hi-res and low-res. we only report the hi-res results.,,
634,6,5.0,NH3,boucher,WASP-127 b,transmission,SPIRou,2023,,,True,retrieval,APERO,https://arxiv.org/abs/2303.03232,,,,,,,,,,,,hi-res and low-res. we only report the hi-res results.,,
635,7,5.0,C2H2,boucher,WASP-127 b,transmission,SPIRou,2023,,,True,retrieval,APERO,https://arxiv.org/abs/2303.03232,,,,,,,,,,,,hi-res and low-res. we only report the hi-res results.,,
636,8,5.0,TiO,boucher,WASP-127 b,transmission,SPIRou,2023,,,True,retrieval,APERO,https://arxiv.org/abs/2303.03232,,,,,,,,,,,,hi-res and low-res. we only report the hi-res results.,,
637,9,3.0,OH,boucher,WASP-127 b,transmission,SPIRou,2023,,,True,retrieval,APERO,https://arxiv.org/abs/2303.03232,,,,,,,,,,,,hi-res and low-res. we only report the hi-res results.,,
638,0,5.0,H,borsato,KELT-9 b,emission,"HARPS-N, CARMENES",2023,,,False,"cross-correlation, ANOVA",molecfit,https://arxiv.org/abs/2304.04285,,,,,,,,,,,,Authors use ANOVA — all reported here > 5 sigma.,,
639,1,5.0,Na,borsato,KELT-9 b,emission,"HARPS-N, CARMENES",2023,,,False,"cross-correlation, ANOVA",molecfit,https://arxiv.org/abs/2304.04285,,,,,,,,,,,,Authors use ANOVA — all reported here > 5 sigma.,,
640,2,5.0,Mg,borsato,KELT-9 b,emission,"HARPS-N, CARMENES",2023,,,False,"cross-correlation, ANOVA",molecfit,https://arxiv.org/abs/2304.04285,,,,,,,,,,,,Authors use ANOVA — all reported here > 5 sigma.,,
641,3,5.0,Ca+,borsato,KELT-9 b,emission,"HARPS-N, CARMENES",2023,,,False,"cross-correlation, ANOVA",molecfit,https://arxiv.org/abs/2304.04285,,,,,,,,,,,,Authors use ANOVA — all reported here > 5 sigma.,,
642,4,5.0,Sc+,borsato,KELT-9 b,emission,"HARPS-N, CARMENES",2023,,,False,"cross-correlation, ANOVA",molecfit,https://arxiv.org/abs/2304.04285,,,,,,,,,,,,Authors use ANOVA — all reported here > 5 sigma.,,
643,5,5.0,Ti+,borsato,KELT-9 b,emission,"HARPS-N, CARMENES",2023,,,False,"cross-correlation, ANOVA",molecfit,https://arxiv.org/abs/2304.04285,,,,,,,,,,,,Authors use ANOVA — all reported here > 5 sigma.,,
644,6,5.0,Cr+,borsato,KELT-9 b,emission,"HARPS-N, CARMENES",2023,,,False,"cross-correlation, ANOVA",molecfit,https://arxiv.org/abs/2304.04285,,,,,,,,,,,,Authors use ANOVA — all reported here > 5 sigma.,,
645,7,5.0,Fe,borsato,KELT-9 b,emission,"HARPS-N, CARMENES",2023,,,False,"cross-correlation, ANOVA",molecfit,https://arxiv.org/abs/2304.04285,,,,,,,,,,,,Authors use ANOVA — all reported here > 5 sigma.,,
646,8,5.0,Fe+,borsato,KELT-9 b,emission,"HARPS-N, CARMENES",2023,,,False,"cross-correlation, ANOVA",molecfit,https://arxiv.org/abs/2304.04285,,,,,,,,,,,,Authors use ANOVA — all reported here > 5 sigma.,,
647,9,5.0,Y+,borsato,KELT-9 b,emission,"HARPS-N, CARMENES",2023,,,False,"cross-correlation, ANOVA",molecfit,https://arxiv.org/abs/2304.04285,,,,,,,,,,,,Authors use ANOVA — all reported here > 5 sigma.,,
648,10,5.0,Ca,borsato,KELT-9 b,emission,"HARPS-N, CARMENES",2023,,,False,"cross-correlation, ANOVA",molecfit,https://arxiv.org/abs/2304.04285,,,,,,,,,,,,Authors use ANOVA — all reported here > 5 sigma.,,
649,11,5.0,Ti,borsato,KELT-9 b,emission,"HARPS-N, CARMENES",2023,,,False,"cross-correlation, ANOVA",molecfit,https://arxiv.org/abs/2304.04285,,,,,,,,,,,,Authors use ANOVA — all reported here > 5 sigma.,,
650,12,5.0,V,borsato,KELT-9 b,emission,"HARPS-N, CARMENES",2023,,,False,"cross-correlation, ANOVA",molecfit,https://arxiv.org/abs/2304.04285,,,,,,,,,,,,Authors use ANOVA — all reported here > 5 sigma.,,
651,13,5.0,Cr,borsato,KELT-9 b,emission,"HARPS-N, CARMENES",2023,,,False,"cross-correlation, ANOVA",molecfit,https://arxiv.org/abs/2304.04285,,,,,,,,,,,,Authors use ANOVA — all reported here > 5 sigma.,,
652,14,5.0,Ni,borsato,KELT-9 b,emission,"HARPS-N, CARMENES",2023,,,False,"cross-correlation, ANOVA",molecfit,https://arxiv.org/abs/2304.04285,,,,,,,,,,,,Authors use ANOVA — all reported here > 5 sigma.,,
653,15,5.0,Sr+,borsato,KELT-9 b,emission,"HARPS-N, CARMENES",2023,,,False,"cross-correlation, ANOVA",molecfit,https://arxiv.org/abs/2304.04285,,,,,,,,,,,,Authors use ANOVA — all reported here > 5 sigma.,,
654,16,5.0,Ba+,borsato,KELT-9 b,emission,"HARPS-N, CARMENES",2023,,,False,"cross-correlation, ANOVA",molecfit,https://arxiv.org/abs/2304.04285,,,,,,,,,,,,Authors use ANOVA — all reported here > 5 sigma.,,
655,17,5.0,Tb+,borsato,KELT-9 b,emission,"HARPS-N, CARMENES",2023,,,False,"cross-correlation, ANOVA",molecfit,https://arxiv.org/abs/2304.04285,,,,,,,,,,,,Authors use ANOVA — all reported here > 5 sigma.,,
656,0,10.0,Fe,ridden-harper,KELT-9 b,emission,CARMENES,2023,,,True,"cross-correlation, likelihood line contrast, petitRADTRANS grid",sysrem,https://arxiv.org/abs/2304.03248,,,,,,,,,,,,"We estimate the CCF signifcance, as opposed to thelikelihood significance. Velocities from likelihood fitting with Lothringer TP profiles.",0.019999999999999574,
657,1,5.0,Ca+,ridden-harper,KELT-9 b,emission,CARMENES,2023,,,True,"cross-correlation, likelihood line contrast, petitRADTRANS grid",sysrem,https://arxiv.org/abs/2304.03248,,,,,,,,,,,,"We estimate the CCF signifcance, as opposed to thelikelihood significance. Velocities from likelihood fitting with Lothringer TP profiles.",6.5600000000000005,
658,2,5.0,Mg,ridden-harper,KELT-9 b,emission,CARMENES,2023,,,True,"cross-correlation, likelihood line contrast, petitRADTRANS grid",sysrem,https://arxiv.org/abs/2304.03248,,,,,,,,,,,,"We estimate the CCF signifcance, as opposed to thelikelihood significance. Velocities from likelihood fitting with Lothringer TP profiles.",3.16,
659,3,4.0,Si,ridden-harper,KELT-9 b,emission,CARMENES,2023,,,True,"cross-correlation, likelihood line contrast, petitRADTRANS grid",sysrem,https://arxiv.org/abs/2304.03248,,,,,,,,,,,,"We estimate the CCF signifcance, as opposed to thelikelihood significance. Velocities from likelihood fitting with Lothringer TP profiles.",2.0500000000000007,
660,4,,Al,ridden-harper,KELT-9 b,emission,CARMENES,2023,,,True,"cross-correlation, likelihood line contrast, petitRADTRANS grid",sysrem,https://arxiv.org/abs/2304.03248,,,,,,,,,,,,"We estimate the CCF signifcance, as opposed to thelikelihood significance. Velocities from likelihood fitting with Lothringer TP profiles.",,
661,5,,Ca,ridden-harper,KELT-9 b,emission,CARMENES,2023,,,True,"cross-correlation, likelihood line contrast, petitRADTRANS grid",sysrem,https://arxiv.org/abs/2304.03248,,,,,,,,,,,,"We estimate the CCF signifcance, as opposed to thelikelihood significance. Velocities from likelihood fitting with Lothringer TP profiles.",,
662,6,,Cr,ridden-harper,KELT-9 b,emission,CARMENES,2023,,,True,"cross-correlation, likelihood line contrast, petitRADTRANS grid",sysrem,https://arxiv.org/abs/2304.03248,,,,,,,,,,,,"We estimate the CCF signifcance, as opposed to thelikelihood significance. Velocities from likelihood fitting with Lothringer TP profiles.",,
663,7,,Fe+,ridden-harper,KELT-9 b,emission,CARMENES,2023,,,True,"cross-correlation, likelihood line contrast, petitRADTRANS grid",sysrem,https://arxiv.org/abs/2304.03248,,,,,,,,,,,,"We estimate the CCF signifcance, as opposed to thelikelihood significance. Velocities from likelihood fitting with Lothringer TP profiles.",,
664,8,,FeH,ridden-harper,KELT-9 b,emission,CARMENES,2023,,,True,"cross-correlation, likelihood line contrast, petitRADTRANS grid",sysrem,https://arxiv.org/abs/2304.03248,,,,,,,,,,,,"We estimate the CCF signifcance, as opposed to thelikelihood significance. Velocities from likelihood fitting with Lothringer TP profiles.",,
665,9,,K,ridden-harper,KELT-9 b,emission,CARMENES,2023,,,True,"cross-correlation, likelihood line contrast, petitRADTRANS grid",sysrem,https://arxiv.org/abs/2304.03248,,,,,,,,,,,,"We estimate the CCF signifcance, as opposed to thelikelihood significance. Velocities from likelihood fitting with Lothringer TP profiles.",,
666,10,,Li,ridden-harper,KELT-9 b,emission,CARMENES,2023,,,True,"cross-correlation, likelihood line contrast, petitRADTRANS grid",sysrem,https://arxiv.org/abs/2304.03248,,,,,,,,,,,,"We estimate the CCF signifcance, as opposed to thelikelihood significance. Velocities from likelihood fitting with Lothringer TP profiles.",,
667,11,,Mg,ridden-harper,KELT-9 b,emission,CARMENES,2023,,,True,"cross-correlation, likelihood line contrast, petitRADTRANS grid",sysrem,https://arxiv.org/abs/2304.03248,,,,,,,,,,,,"We estimate the CCF signifcance, as opposed to thelikelihood significance. Velocities from likelihood fitting with Lothringer TP profiles.",,
668,12,,Mg+,ridden-harper,KELT-9 b,emission,CARMENES,2023,,,True,"cross-correlation, likelihood line contrast, petitRADTRANS grid",sysrem,https://arxiv.org/abs/2304.03248,,,,,,,,,,,,"We estimate the CCF signifcance, as opposed to thelikelihood significance. Velocities from likelihood fitting with Lothringer TP profiles.",,
669,13,,Na,ridden-harper,KELT-9 b,emission,CARMENES,2023,,,True,"cross-correlation, likelihood line contrast, petitRADTRANS grid",sysrem,https://arxiv.org/abs/2304.03248,,,,,,,,,,,,"We estimate the CCF signifcance, as opposed to thelikelihood significance. Velocities from likelihood fitting with Lothringer TP profiles.",,
670,14,,OH,ridden-harper,KELT-9 b,emission,CARMENES,2023,,,True,"cross-correlation, likelihood line contrast, petitRADTRANS grid",sysrem,https://arxiv.org/abs/2304.03248,,,,,,,,,,,,"We estimate the CCF signifcance, as opposed to thelikelihood significance. Velocities from likelihood fitting with Lothringer TP profiles.",,
671,15,,Si,ridden-harper,KELT-9 b,emission,CARMENES,2023,,,True,"cross-correlation, likelihood line contrast, petitRADTRANS grid",sysrem,https://arxiv.org/abs/2304.03248,,,,,,,,,,,,"We estimate the CCF signifcance, as opposed to thelikelihood significance. Velocities from likelihood fitting with Lothringer TP profiles.",,
672,16,,Ti,ridden-harper,KELT-9 b,emission,CARMENES,2023,,,True,"cross-correlation, likelihood line contrast, petitRADTRANS grid",sysrem,https://arxiv.org/abs/2304.03248,,,,,,,,,,,,"We estimate the CCF signifcance, as opposed to thelikelihood significance. Velocities from likelihood fitting with Lothringer TP profiles.",,
673,17,,TiO,ridden-harper,KELT-9 b,emission,CARMENES,2023,,,True,"cross-correlation, likelihood line contrast, petitRADTRANS grid",sysrem,https://arxiv.org/abs/2304.03248,,,,,,,,,,,,"We estimate the CCF signifcance, as opposed to thelikelihood significance. Velocities from likelihood fitting with Lothringer TP profiles.",,
674,18,,V,ridden-harper,KELT-9 b,emission,CARMENES,2023,,,True,"cross-correlation, likelihood line contrast, petitRADTRANS grid",sysrem,https://arxiv.org/abs/2304.03248,,,,,,,,,,,,"We estimate the CCF signifcance, as opposed to thelikelihood significance. Velocities from likelihood fitting with Lothringer TP profiles.",,
675,19,,V+,ridden-harper,KELT-9 b,emission,CARMENES,2023,,,True,"cross-correlation, likelihood line contrast, petitRADTRANS grid",sysrem,https://arxiv.org/abs/2304.03248,,,,,,,,,,,,"We estimate the CCF signifcance, as opposed to thelikelihood significance. Velocities from likelihood fitting with Lothringer TP profiles.",,
676,20,,VO,ridden-harper,KELT-9 b,emission,CARMENES,2023,,,True,"cross-correlation, likelihood line contrast, petitRADTRANS grid",sysrem,https://arxiv.org/abs/2304.03248,,,,,,,,,,,,"We estimate the CCF signifcance, as opposed to thelikelihood significance. Velocities from likelihood fitting with Lothringer TP profiles.",,
677,21,,Y,ridden-harper,KELT-9 b,emission,CARMENES,2023,,,True,"cross-correlation, likelihood line contrast, petitRADTRANS grid",sysrem,https://arxiv.org/abs/2304.03248,,,,,,,,,,,,"We estimate the CCF signifcance, as opposed to thelikelihood significance. Velocities from likelihood fitting with Lothringer TP profiles.",,
696,0,7.4,Mg,jiang,MASCARA-4 b,transmission,ESPRESSO,2023,,,False,"cross-correlation, petitRADTRANS template",molecfit,https://arxiv.org/abs/2304.04948,,,,,,,,,,,,We just report DACE SNR.,,
697,1,5.2,Ca,jiang,MASCARA-4 b,transmission,ESPRESSO,2023,,,False,"cross-correlation, petitRADTRANS template",molecfit,https://arxiv.org/abs/2304.04948,,,,,,,,,,,,We just report DACE SNR.,,
698,2,6.5,Cr,jiang,MASCARA-4 b,transmission,ESPRESSO,2023,,,False,"cross-correlation, petitRADTRANS template",molecfit,https://arxiv.org/abs/2304.04948,,,,,,,,,,,,We just report DACE SNR.,,
699,3,14.9,Fe,jiang,MASCARA-4 b,transmission,ESPRESSO,2023,,,False,"cross-correlation, petitRADTRANS template",molecfit,https://arxiv.org/abs/2304.04948,,,,,,,,,,,,We just report DACE SNR.,,
700,4,5.9,Rb,jiang,MASCARA-4 b,transmission,ESPRESSO,2023,,,False,"cross-correlation, petitRADTRANS template",molecfit,https://arxiv.org/abs/2304.04948,,,,,,,,,,,,We just report DACE SNR.,,
701,5,5.1,Sm,jiang,MASCARA-4 b,transmission,ESPRESSO,2023,,,False,"cross-correlation, petitRADTRANS template",molecfit,https://arxiv.org/abs/2304.04948,,,,,,,,,,,,We just report DACE SNR.,,
702,6,7.9,Ti+,jiang,MASCARA-4 b,transmission,ESPRESSO,2023,,,False,"cross-correlation, petitRADTRANS template",molecfit,https://arxiv.org/abs/2304.04948,,,,,,,,,,,,We just report DACE SNR.,,
703,7,5.5,Ba+,jiang,MASCARA-4 b,transmission,ESPRESSO,2023,,,False,"cross-correlation, petitRADTRANS template",molecfit,https://arxiv.org/abs/2304.04948,,,,,,,,,,,,We just report DACE SNR.,,
704,8,6.4,Sc+,jiang,MASCARA-4 b,transmission,ESPRESSO,2023,,,False,"cross-correlation, petitRADTRANS template",molecfit,https://arxiv.org/abs/2304.04948,,,,,,,,,,,,We just report DACE SNR.,,
705,0,9.5,OH,wright,WASP-33 b,transmission,IRD,2023,,-1.1,False,"cross-correlation, band unpeeling",molecfit,https://arxiv.org/abs/2305.11071,,,,,,,,,,,,,,
706,0,9.5,He,zhang,HAT-P-32 b,transmission,HPF,2023,,,True,"line-fitting, 3D models",molecfit,https://arxiv.org/abs/2306.03913,,,,,,,,,,,,,,
707,0,,He,allart,AU Mic b,transmission,SPIRou,2023,,,True,"line-fitting, p-winds",APERO,https://arxiv.org/abs/2307.05580,,,,,,,,,,,,,,
708,0,,He,allart,GJ 1214 b,transmission,SPIRou,2023,,,True,"line-fitting, p-winds",APERO,https://arxiv.org/abs/2307.05580,,,,,,,,,,,,,,
709,0,,He,allart,GJ 3470 b,transmission,SPIRou,2023,,,True,"line-fitting, p-winds",APERO,https://arxiv.org/abs/2307.05580,,,,,,,,,,,,,,
710,0,5.0,He,allart,HAT-P-11 b,transmission,SPIRou,2023,,,True,"line-fitting, p-winds",APERO,https://arxiv.org/abs/2307.05580,,,,,,,,,,,,,,
711,0,5.0,He,allart,HD 189733 b,transmission,SPIRou,2023,,,True,"line-fitting, p-winds",APERO,https://arxiv.org/abs/2307.05580,,,,,,,,,,,,,,
712,0,,He,allart,WASP-11 b,transmission,SPIRou,2023,,,True,"line-fitting, p-winds",APERO,https://arxiv.org/abs/2307.05580,,,,,,,,,,,,,,
713,0,,He,allart,WASP-39 b,transmission,SPIRou,2023,,,True,"line-fitting, p-winds",APERO,https://arxiv.org/abs/2307.05580,,,,,,,,,,,,,,
714,0,,He,allart,WASP-52 b,transmission,SPIRou,2023,,,True,"line-fitting, p-winds",APERO,https://arxiv.org/abs/2307.05580,,,,,,,,,,,,,,
715,0,5.0,He,allart,WASP-69 b,transmission,SPIRou,2023,,,True,"line-fitting, p-winds",APERO,https://arxiv.org/abs/2307.05580,,,,,,,,,,,,,,
716,0,5.0,He,allart,WASP-80 b,transmission,SPIRou,2023,,,True,"line-fitting, p-winds",APERO,https://arxiv.org/abs/2307.05580,,,,,,,,,,,,,,
717,0,5.0,He,allart,WASP-127 b,transmission,SPIRou,2023,,,True,"line-fitting, p-winds",APERO,https://arxiv.org/abs/2307.05580,,,,,,,,,,,,,,
718,0,17.3,CO,ramkumar,MASCARA-1 b,emission,CRIRES+,2023,,0.0,True,retrieval,sysrem,https://arxiv.org/abs/2308.07157,,,,,,0.62,0.28,0.55,0.68,0.12,0.22,,,
719,1,10.8,H2O,ramkumar,MASCARA-1 b,emission,CRIRES+,2023,,0.0,True,retrieval,sysrem,https://arxiv.org/abs/2308.07157,,,,,,0.62,0.28,0.55,0.68,0.12,0.22,,,
720,2,8.8,Fe,ramkumar,MASCARA-1 b,emission,CRIRES+,2023,,0.0,True,retrieval,sysrem,https://arxiv.org/abs/2308.07157,,,,,,0.62,0.28,0.55,0.68,0.12,0.22,,,
721,0,5.0,Fe,gandhi,WASP-76 b,transmission,ESPRESSO,2023,,-6.87,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-4.24,0.26,0.24,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
722,1,5.0,Mg,gandhi,WASP-76 b,transmission,ESPRESSO,2023,,-6.87,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-3.65,0.49,0.54,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
723,2,5.0,Ni,gandhi,WASP-76 b,transmission,ESPRESSO,2023,,-6.87,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-4.81,0.26,0.29,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
724,3,5.0,Cr,gandhi,WASP-76 b,transmission,ESPRESSO,2023,,-6.87,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-7.24,0.27,0.29,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
725,4,5.0,Mn,gandhi,WASP-76 b,transmission,ESPRESSO,2023,,-6.87,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-5.93,0.25,0.27,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
726,5,5.0,V,gandhi,WASP-76 b,transmission,ESPRESSO,2023,,-6.87,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-8.36,0.22,0.21,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
727,6,5.0,Ca,gandhi,WASP-76 b,transmission,ESPRESSO,2023,,-6.87,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-8.52,0.27,0.29,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
728,7,,Ti,gandhi,WASP-76 b,transmission,ESPRESSO,2023,,-6.87,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-9.16,0.0,inf,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
729,8,,Na,gandhi,WASP-76 b,transmission,ESPRESSO,2023,,-6.87,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-7.07,0.0,inf,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
730,0,5.0,Fe,gandhi,MASCARA-4 b,transmission,ESPRESSO,2023,,-0.84,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-4.68,0.2,0.22,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
731,1,5.0,Mg,gandhi,MASCARA-4 b,transmission,ESPRESSO,2023,,-0.84,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-4.32,0.27,0.28,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
732,2,5.0,Ni,gandhi,MASCARA-4 b,transmission,ESPRESSO,2023,,-0.84,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-6.11,0.29,0.34,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
733,3,5.0,Cr,gandhi,MASCARA-4 b,transmission,ESPRESSO,2023,,-0.84,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-9.35,0.31,0.31,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
734,4,5.0,Mn,gandhi,MASCARA-4 b,transmission,ESPRESSO,2023,,-0.84,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-8.58,0.37,0.35,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
735,5,5.0,V,gandhi,MASCARA-4 b,transmission,ESPRESSO,2023,,-0.84,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-10.31,0.28,0.29,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
736,6,5.0,Ca,gandhi,MASCARA-4 b,transmission,ESPRESSO,2023,,-0.84,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-8.64,0.26,0.26,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
737,7,,Ti,gandhi,MASCARA-4 b,transmission,ESPRESSO,2023,,-0.84,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-10.04,0.0,inf,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
738,8,,Na,gandhi,MASCARA-4 b,transmission,ESPRESSO,2023,,-0.84,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-8.42,0.0,inf,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
739,0,5.0,Fe,gandhi,MASCARA-2 b,transmission,ESPRESSO,2023,,-2.97,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-4.9,0.34,0.27,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
740,1,5.0,Mg,gandhi,MASCARA-2 b,transmission,ESPRESSO,2023,,-2.97,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-4.6,0.41,0.36,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
741,2,,Ni,gandhi,MASCARA-2 b,transmission,ESPRESSO,2023,,-2.97,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-6.04,0.0,inf,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
742,3,5.0,Cr,gandhi,MASCARA-2 b,transmission,ESPRESSO,2023,,-2.97,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-8.02,0.37,0.34,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
743,4,5.0,Mn,gandhi,MASCARA-2 b,transmission,ESPRESSO,2023,,-2.97,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-7.57,0.37,0.43,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
744,5,,V,gandhi,MASCARA-2 b,transmission,ESPRESSO,2023,,-2.97,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-11.17,0.0,inf,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
745,6,5.0,Ca,gandhi,MASCARA-2 b,transmission,ESPRESSO,2023,,-2.97,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-8.49,0.33,0.31,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
746,7,,Ti,gandhi,MASCARA-2 b,transmission,ESPRESSO,2023,,-2.97,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-8.95,0.0,inf,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
747,8,,Na,gandhi,MASCARA-2 b,transmission,ESPRESSO,2023,,-2.97,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-8.04,0.0,inf,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
748,0,5.0,Fe,gandhi,WASP-121 b,transmission,ESPRESSO,2023,,-5.58,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-4.49,0.44,0.36,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
749,1,5.0,Mg,gandhi,WASP-121 b,transmission,ESPRESSO,2023,,-5.58,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-5.78,0.76,1.01,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
750,2,5.0,Ni,gandhi,WASP-121 b,transmission,ESPRESSO,2023,,-5.58,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-4.91,0.47,0.42,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
751,3,5.0,Cr,gandhi,WASP-121 b,transmission,ESPRESSO,2023,,-5.58,False,phase-resolved retrieval,molecfit,https://arxiv.org/abs/2305.17228,,-7.04,0.56,0.48,,,,,,,,,,"not including full phase-resolved. Ti is the sym of Ti, TiO, and TiH."
